-0.026460532	0.24531503	-0.013064349	0.11709253	-0.0035667326	0.013417894	0.03105355	0.043053195	-0.14494734	0.10143999	0.085309304	-0.04967808	-0.0060866554	-0.009068058	-0.00909871	-0.06520553
-0.051822998	0.319868	0.089578204	0.039626185	-0.04941858	-0.005839574	-0.03172457	0.05150356	-0.21883617	0.23857288	0.16511318	-0.057016317	-0.01518345	-0.06575855	0.0027739222	-0.0017744866
-0.00989205	0.2970455	0.06491726	0.04694401	0.05014814	-0.016608471	-0.019372396	0.06493548	-0.17873566	0.16348036	0.19542916	-0.008956963	0.06504367	-0.05550299	-0.02282164	0.05680761
-0.0034762777	0.27885443	0.074549176	0.063752815	0.01981506	-0.018685143	-0.01718833	-0.0085880775	-0.18044057	0.1984376	0.14872643	0.0009062177	0.01699266	0.0155705875	0.017817296	-0.03881171
0.0046321442	0.33102468	-0.00519645	0.12611435	-0.03583115	0.043049205	0.018002532	0.025176037	-0.15694447	0.14087455	0.071990006	-0.06790629	0.0011403991	0.051643405	0.030615345	-0.08085215
-0.04995888	0.31713146	-0.019252634	0.119104676	-0.0020425585	-0.045733582	-0.04806095	-0.014341999	-0.16134796	0.23603126	0.10887856	-0.0067445445	0.03644381	0.042108607	-0.015136552	-0.03856702
-0.010425414	0.2760705	0.010825725	0.035891715	-0.008706498	0.05077687	0.024104923	0.03781221	-0.11074968	0.16463566	0.07240159	-0.026593003	0.036887895	0.0153092705	-0.0022074303	0.004305597
0.02418111	0.29802096	0.0096485745	0.100950204	-0.012576478	-0.008709792	-0.040996026	-0.06937638	-0.12346897	0.18787079	0.073281854	-0.044178046	0.00503881	-0.013827339	0.049400236	-0.0015905766
-0.034875482	0.28962985	0.038355228	0.08708413	-0.045535296	-0.006003355	0.036460336	-0.027150162	-0.12376125	0.073606834	0.10745505	-0.08117048	-0.015501561	-0.0056097223	0.016234597	-0.010801999
-0.0748726	0.3274187	0.11167099	0.075091794	0.036551658	-0.03574277	0.040291455	0.009998977	-0.22264455	0.2614457	0.21996905	0.007032574	0.08930805	-0.09228946	-0.028029952	0.030280467
-0.0015862441	0.24580911	0.063023165	0.06995053	0.03880093	-0.057073325	-0.019228602	-0.0081488285	-0.2215056	0.15733664	0.1501641	-0.025743512	0.00022479764	0.00972179	-0.02843734	0.033244934
0.0056187715	0.37274882	0.06497692	0.058757693	-0.03932109	0.02007439	0.034959424	0.033690646	-0.2303672	0.28125805	0.19788422	0.011421459	-0.054889735	0.041190196	-0.06953359	-0.075938284
-0.010417548	0.1993548	0.018108755	0.08895983	0.010106418	0.009671217	0.019881548	0.0016953597	-0.103122614	0.15530334	0.0599058	-0.00081742567	-0.031306252	-0.045558307	-0.03638798	-0.020470431
0.045671318	0.23054458	0.0064732805	0.08004713	-0.09996482	0.04776305	-0.07206813	-0.07835699	-0.14828078	0.09924814	0.07555291	-0.086999126	-0.10121752	0.014314205	0.06595101	-0.07690143
-0.009755762	0.1844314	0.08154444	0.031950984	0.03327601	-0.050745673	0.018462103	-0.029467462	-0.16569678	0.056108985	0.09206175	0.03768686	-0.036496587	-0.029404113	-0.020168813	-0.0135215
0.027601326	0.20775667	0.0007541154	0.05360833	-0.047907636	0.04369751	-0.016727429	-0.020106025	-0.14117064	0.12604406	0.102642946	-0.05061241	-0.0069306814	-0.025082832	0.04144188	-0.020320892
-0.062568545	0.27434123	0.07385975	0.04242775	-0.007154028	-0.046001136	-0.012159379	-0.003265109	-0.18245816	0.08799646	0.104268916	-0.0681321	-0.014009055	0.010744502	-0.008053784	-0.05327714
-0.00725356	0.35905164	0.08244566	0.10901792	-0.014467265	-0.046199024	-0.013628533	0.015558887	-0.22986501	0.24361376	0.12589628	-0.06670739	0.002466153	0.05167301	-0.026557695	-0.04941499
-0.011849421	0.2545415	0.018353047	0.092898086	0.0068273023	0.012426944	-0.055963017	0.021353979	-0.082367316	0.105529144	0.044933777	-0.0021864236	0.012848217	0.033797245	-0.025839215	-0.08954894
0.0028952297	0.23804234	0.021166086	0.06797223	-0.028856738	-0.04447164	0.027107226	0.00052704196	-0.12701808	0.14212103	0.0779282	-0.027515655	0.020665625	-0.03424392	0.0018237102	0.02247539
